dataset,perturbation,problem_head,target,perturbed_val,orig_val,orig_align_ok,cont_len,cont_n_nums,cont_empty,cont_trivial,cont_no_nums,cont_starts_digit,cont_has_target,cont_last_num_is_target,cont_has_perturbed,cont_has_original,had_suffix,answer,scorer_correct,correct,error_type,recovery_behavior,cont_head,cont_tail
awps,add1,For Halloween Haley scored 33 pieces of candy. She ate 17 pi,35.0,-16.0,17.0,True,121,9,False,False,False,True,True,True,False,False,True,35.,True,True,copying,states correct value,"16>>16 pieces left. Then, her sister gave her 19 more pieces. So, Haley now has 16 + 19 = <<16+19=35>>35 pieces of candy","6>>16 pieces left. Then, her sister gave her 19 more pieces. So, Haley now has 16 + 19 = <<16+19=35>>35 pieces of candy."
awps,add1,The school cafeteria had 14 apples. If they used 13 to make ,50.0,2.0,1.0,True,100,9,False,False,False,True,True,True,False,True,True,50.,True,True,calculation,states correct value,"1>>1 apple left. Then, they bought 49 more apples, so they would have 1 + 49 = <<1+49=50>>50 apples.","1>>1 apple left. Then, they bought 49 more apples, so they would have 1 + 49 = <<1+49=50>>50 apples."
awps,add1,In fourth grade there were 35 students at the start of the y,35.0,26.0,25.0,True,130,5,False,False,False,False,True,True,False,True,True,35.,True,True,calculation,states correct value,"A: 25 students remaining. After that, 10 new students came to school, so we have 25 + 10 = 35 students in fourth grade a","ents remaining. After that, 10 new students came to school, so we have 25 + 10 = 35 students in fourth grade at the end."
awps,add1,For the school bake sale Carol made 19 cupcakes. If she sold,40.0,41.0,40.0,True,16,2,False,False,False,True,True,True,False,True,True,40.,True,True,calculation,states correct value,40>>40 cupcakes.,40>>40 cupcakes.
awps,add1,A store had 40 oranges in a bin. If they threw away 37 of th,10.0,11.0,10.0,True,37,1,False,False,False,False,False,False,True,False,True,10,True,True,calculation,complete hallucination,There would be 11 oranges in the bin.,There would be 11 oranges in the bin.
awps,add1,Sam had 10 socks. If he threw away 3 old ones that didn't fi,43.0,8.0,7.0,True,92,9,False,False,False,True,False,False,True,True,True,44.,False,False,calculation,,"7>>8 socks left. Then, he bought 36 new ones, so he would have 8 + 36 = <<8+36=44>>44 socks.","7>>8 socks left. Then, he bought 36 new ones, so he would have 8 + 36 = <<8+36=44>>44 socks."
awps,add1,"Emily had 7 coloring books. If she gave away 2 of them, but ",19.0,6.0,5.0,True,104,8,False,False,False,True,True,True,False,True,True,19.,True,True,calculation,states correct value,"5 coloring books left. Then, she bought 14 more, so she had 5 + 14 = <<5+14=19>>19 coloring books total.","5 coloring books left. Then, she bought 14 more, so she had 5 + 14 = <<5+14=19>>19 coloring books total."
awps,add1,Robin had 30 songs on her mp3 player. If she deleted 8 old s,32.0,-7.0,8.0,True,179,10,False,False,False,False,True,False,False,True,True,32.,True,True,copying,directly redoes calculation,"A: Let's think step by step. Robin had 30 songs and deleted 8, so she had 30 - 8 = 22 songs left. Then she added 10 new "," 8, so she had 30 - 8 = 22 songs left. Then she added 10 new songs, so she now has 22 + 10 = 32 songs on her mp3 player."
awps,add1,The school cafeteria had 17 apples. If they used 2 to make l,38.0,39.0,38.0,True,10,1,False,True,False,True,False,False,True,False,True,39 apples.,False,False,calculation,,39 apples.,39 apples.
awps,add1,Bianca had 34 songs on her mp3 player. If she deleted 14 old,64.0,65.0,64.0,True,31,3,False,False,False,True,True,False,False,True,True,64.,True,True,calculation,states correct value,64>>64 songs on her mp3 player.,64>>64 songs on her mp3 player.
awps,add1,A store had 50 oranges in a bin. If they threw away 40 of th,34.0,11.0,10.0,True,131,5,False,False,False,True,True,True,False,True,True,34.,True,True,calculation,states correct value,"10 oranges left in the bin. Then, they added 24 new oranges, so the total number of oranges in the bin is now 10 + 24 = ","left in the bin. Then, they added 24 new oranges, so the total number of oranges in the bin is now 10 + 24 = 34 oranges."
awps,add1,Zoe had 42 bottles of water in her fridge. If she drank 25 o,47.0,-24.0,25.0,True,187,8,False,False,False,False,True,True,False,True,True,47.,True,True,copying,directly redoes calculation,"A: Let's think step by step. First, Zoe drank 25 bottles of water, so she had 42 - 25 = 17 bottles left. Then, she bough","so she had 42 - 25 = 17 bottles left. Then, she bought 30 more bottles, so she would have 17 + 30 = 47 bottles of water."
awps,add1,Katie had 11 songs on her mp3 player. If she deleted 7 old s,28.0,5.0,4.0,True,128,11,False,False,False,True,False,False,True,True,True,29.,False,False,calculation,,"4>>5 songs left. Then, she added 24 new songs to her mp3 player. So, she now has 5 + 24 = <<5+24=29>>29 songs on her mp3","gs left. Then, she added 24 new songs to her mp3 player. So, she now has 5 + 24 = <<5+24=29>>29 songs on her mp3 player."
awps,add1,In fourth grade there were 31 students at the start of the y,37.0,27.0,26.0,True,116,4,False,False,False,False,False,False,True,False,True,38.,False,False,calculation,,"students. After that, 11 new students came, so we have 27 + 11 = 38 students in fourth grade at the end of the year.","students. After that, 11 new students came, so we have 27 + 11 = 38 students in fourth grade at the end of the year."
awps,add1,Frank had 11 dollars. At the store he spent $3 on a new game,22.0,-2.0,3.0,True,202,9,False,False,False,False,True,True,False,True,True,22 dollars.,True,True,copying,directly redoes calculation,"A: Let's think step by step. First, Frank had 11 dollars and spent 3 dollars on a game. So, he had 11 - 3 = 8 dollars le","game. So, he had 11 - 3 = 8 dollars left. Then, he got 14 dollars for his allowance. So, now he has 8 + 14 = 22 dollars."
awps,add1,Luke had 48 dollars in January. By March he had spent 11 dol,58.0,59.0,58.0,True,31,1,False,False,False,False,False,False,True,False,True,59.,False,False,calculation,,"So, Luke would have 59 dollars.","So, Luke would have 59 dollars."
awps,add1,"Debby had 30 coloring books. If she gave away 7 of them, but",58.0,-6.0,7.0,True,185,8,False,False,False,False,True,True,False,True,True,58.,True,True,copying,directly redoes calculation,"A: Let's think step by step. First, Debby gave away 7 coloring books, so she had 30 - 7 = 23 coloring books left. Then, ","oks, so she had 30 - 7 = 23 coloring books left. Then, she bought 35 more, so she had 23 + 35 = 58 coloring books total."
awps,add1,The school cafeteria had 12 apples. If they used 8 to make l,23.0,24.0,23.0,True,12,1,False,False,False,False,False,False,True,False,True,24.,False,False,calculation,,>>24 apples.,>>24 apples.
awps,add1,A florist had 50 roses. If she sold 15 of them and then late,56.0,-14.0,15.0,True,170,8,False,False,False,False,True,True,False,True,True,56 roses.,True,True,copying,directly redoes calculation,"A: Let's think step by step. First, the florist sold 15 roses, so she had 50 - 15 = 35 roses left. Then, she picked 21 m","ld 15 roses, so she had 50 - 15 = 35 roses left. Then, she picked 21 more roses, so she had 35 + 21 = 56 roses in total."
awps,add1,Zoe had 6 songs on her mp3 player. If she deleted 3 old song,23.0,-2.0,3.0,True,197,10,False,False,False,False,True,False,False,True,True,23.,True,True,copying,directly redoes calculation,"A: Let's think step by step. First, Zoe deleted 3 old songs from her mp3 player. So, she had 6 - 3 = 3 songs left. Then,","er. So, she had 6 - 3 = 3 songs left. Then, she added 20 new songs. So, she now has 3 + 20 = 23 songs on her mp3 player."
awps,add1,At the arcade Dave won 11 tickets. If he spent 5 tickets on ,16.0,7.0,6.0,True,84,5,False,False,False,True,True,True,False,True,True,16.,True,True,calculation,states correct value,"6 tickets left. Later, he won 10 more tickets, so he would have 6 + 10 = 16 tickets.","6 tickets left. Later, he won 10 more tickets, so he would have 6 + 10 = 16 tickets."
awps,add1,In fourth grade there were 11 students at the start of the y,47.0,48.0,47.0,True,36,0,False,False,True,False,False,False,False,False,True,48.,False,False,calculation,,students in fourth grade at the end.,students in fourth grade at the end.
awps,add1,Oliver had 11 socks. If he threw away 4 old ones that didn't,33.0,-3.0,4.0,True,180,9,False,False,False,False,True,True,False,True,True,33.,True,True,copying,directly redoes calculation,"A: Let's think step by step. First, Oliver had 11 socks and threw away 4, so he had 11 - 4 = 7 socks left. Then, he boug","threw away 4, so he had 11 - 4 = 7 socks left. Then, he bought 26 new ones, so he would have 7 + 26 = 33 socks in total."
awps,add1,A store had 40 oranges in a bin. If they threw away 25 of th,36.0,37.0,36.0,True,27,0,False,False,True,False,False,False,False,False,True,37.,False,False,calculation,,oranges are now in the bin.,oranges are now in the bin.
awps,add1,At the arcade Edward won 9 tickets. If he spent 4 tickets on,9.0,6.0,5.0,True,102,9,False,False,False,True,False,False,True,True,True,10.,False,False,calculation,,"5>>6 tickets left. After that, he won 4 more tickets, so he had 6 + 4 = <<6+4=10>>10 tickets in total.","5>>6 tickets left. After that, he won 4 more tickets, so he had 6 + 4 = <<6+4=10>>10 tickets in total."
awps,add1,Haley picked 28 carrots from her garden. If she threw out 11,26.0,-10.0,11.0,True,111,8,False,False,False,True,True,True,False,False,True,26.,True,True,copying,complete hallucination,"17 carrots left. Then, she picked 9 more the next day. So, she would have 17 + 9 = <<17+9=26>>26 carrots total.","17 carrots left. Then, she picked 9 more the next day. So, she would have 17 + 9 = <<17+9=26>>26 carrots total."
awps,add1,Roger had 25 books. If he sold 21 of them and used the money,34.0,-20.0,21.0,True,86,8,False,False,False,True,True,True,False,False,True,34.,True,True,copying,complete hallucination,"4 books left. Then he bought 30 new books, so now he has 4 + 30 = <<4+30=34>>34 books.","4 books left. Then he bought 30 new books, so now he has 4 + 30 = <<4+30=34>>34 books."
awps,add1,Chloe was unboxing some of her old winter clothes. She found,32.0,25.0,24.0,True,200,7,False,False,False,True,True,True,False,True,True,32.,True,True,calculation,states correct value,"24 mittens. |  | Now, we need to add the total number of scarves and mittens to find the total number of winter clothing pie", the total number of winter clothing pieces. Chloe had 8 scarves + 24 mittens = <<8+24=32>>32 pieces of winter clothing.
awps,add1,"A waiter had 9 tables he was waiting on, with 7 women and 3 ",90.0,11.0,10.0,True,250,5,False,False,False,False,False,False,True,False,True,99.,False,False,calculation,,"people at each table. Now, we need to find out how many people were at all 9 tables. To do this, we multiply the number ","at each table by the number of tables: 11 people/table * 9 tables = 99 people. So, the waiter had 99 customers in total."
awps,add1,April's discount flowers was having a sale where each flower,12.0,5.0,4.0,True,82,8,False,False,False,True,True,True,False,True,True,12.,True,True,calculation,states correct value,"4 flowers. Each flower costs 3 dollars, so she spent 4 * 3 = <<4*3=12>>12 dollars.","4 flowers. Each flower costs 3 dollars, so she spent 4 * 3 = <<4*3=12>>12 dollars."
awps,add1,Wendy was playing a video game where she scores 5 points for,35.0,16.0,15.0,True,175,8,False,False,False,True,True,True,False,True,True,35.,True,True,calculation,states correct value,"15>>15 points on the second level. |  | Now, we just need to add her scores from both levels to find her total score. So, he","o add her scores from both levels to find her total score. So, her total score would be 20 + 15 = <<20+15=35>>35 points."
awps,add1,There were 7 friends playing a video game online when 2 more,63.0,10.0,9.0,True,240,5,False,False,False,True,True,True,False,True,True,63.,True,True,calculation,states correct value,"9 players in total. Now, we know that each player has 7 lives. So, to find the total number of lives, we need to multipl",y the number of players by the number of lives per player. That would be 9 players * 7 lives/player = 63 lives in total.
awps,add1,Paul bought 6 boxes of chocolate candy and 4 boxes of carame,90.0,11.0,10.0,True,283,9,False,False,False,True,True,True,False,True,True,90.,True,True,calculation,states correct value,"10>>10 boxes of candy in total. Now, we know that each box has 9 pieces of candy inside it. So, to find out how much can", number of boxes by the number of pieces in each box. That would be 10 boxes * 9 pieces = <<10*9=90>>90 pieces of candy.
awps,add1,Rachel was organizing her book case making sure each of the ,72.0,73.0,72.0,True,13,2,False,False,False,True,True,True,False,True,True,72.,True,True,calculation,states correct value,72>>72 books.,72>>72 books.
awps,add1,At Billy's Restaurant a group with 2 adults and 5 children c,21.0,8.0,7.0,True,231,7,False,False,False,True,True,True,False,True,True,21.,True,True,calculation,states correct value,"7 people in the group. Now, we need to find the cost of the meals for all 7 people. Each meal costs 3 dollars, so the to","so the total cost is 7 people * 3 dollars/person = 21 dollars. Therefore, the bill at Billy's Restaurant was 21 dollars."
awps,add1,Paul was collecting cans for recycling. On Saturday he fille,72.0,73.0,72.0,True,57,3,False,False,False,True,True,True,False,True,True,72.,True,True,calculation,partial hallucination,"2>>72 cans. Therefore, Paul picked up a total of 72 cans.","2>>72 cans. Therefore, Paul picked up a total of 72 cans."
awps,add1,"While playing a trivia game, Adam answered 5 questions corre",50.0,26.0,25.0,True,214,8,False,False,False,True,True,True,False,True,True,50.,True,True,calculation,states correct value,"25 points in the first half. He also answered 5 questions correct in the second half, so he got another 5 * 5 = 25 point","t another 5 * 5 = 25 points in the second half. Adding both halves together, Adam's final score was 25 + 25 = 50 points."
awps,add1,Victor and his friend were buying trick decks from the magic,64.0,65.0,64.0,True,51,3,False,False,False,True,True,True,False,True,True,64.,True,True,calculation,partial hallucination,"6>>64 dollars. |  | So, they spent 64 dollars in total.","6>>64 dollars. |  | So, they spent 64 dollars in total."
awps,add1,Katie had 7 pages of math homework and 3 pages of reading ho,90.0,11.0,10.0,True,322,10,False,False,False,True,False,False,True,True,True,99.,False,False,calculation,,"10>>11 pages total. |  | Now, we need to find out how many problems were on all of these pages combined. Since each page had","er page: 11 pages * 9 problems per page = <<11*9=99>>99 problems total. |  | So, Katie had to complete 99 problems in total."
awps,add1,Faye was playing a video game where she scores 7 points for ,56.0,43.0,42.0,True,371,21,False,False,False,False,True,True,False,True,True,56.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, Faye found 2 treasures on the first level, so she scored 2 * 7 = <<2*7=14>>14 points","l. |  | Now, we add the points from both levels: 14 + 42 = <<14+42=56>>56 points. So, Faye's total score would be 56 points."
awps,add1,Gwen was organizing her book case making sure each of the sh,72.0,46.0,45.0,True,185,8,False,False,False,True,True,True,False,True,True,72.,True,True,calculation,states correct value,"45>>45 picture books. |  | Finally, we add the number of mystery books and picture books to find the total number of books: ",s and picture books to find the total number of books: 27 mystery books + 45 picture books = <<27+45=72>>72 books total.
awps,add1,George was working as a sacker at a grocery store where he m,45.0,11.0,10.0,True,160,5,False,False,False,True,True,True,False,True,True,45.,True,True,calculation,states correct value,"10 dollars. |  | Now, we add the money he made on both days: 35 dollars (Monday) + 10 dollars (Tuesday) = 45 dollars. |  | So, G","de on both days: 35 dollars (Monday) + 10 dollars (Tuesday) = 45 dollars. |  | So, George made 45 dollars in those two days."
awps,add1,Tom and his friend were buying trick decks from the magic sh,64.0,65.0,64.0,True,47,3,False,False,False,True,True,True,False,True,True,64.,True,True,calculation,states correct value,64>>64 dollars. They spent 64 dollars in total.,64>>64 dollars. They spent 64 dollars in total.
awps,add1,Victor was working as a sacker at a grocery store where he m,60.0,61.0,60.0,True,206,8,False,False,False,False,True,True,False,True,True,60 dollars.,True,True,calculation,directly redoes calculation,A: Let's think step by step. Victor worked a total of 5 hours on Monday + 5 hours on Tuesday = 10 hours. |  | He made 6 doll,"uesday = 10 hours. |  | He made 6 dollars an hour, so in those 10 hours, he made 10 hours * 6 dollars per hour = 60 dollars."
awps,add1,Maria bought 2 new chairs and 2 new tables for her house. If,32.0,5.0,4.0,True,115,9,False,False,False,True,True,True,False,True,True,32.,True,True,calculation,states correct value,"4>>4 pieces of furniture. She spent 8 minutes on each piece, so it took her 4 * 8 = <<4*8=32>>32 minutes to finish.","4>>4 pieces of furniture. She spent 8 minutes on each piece, so it took her 4 * 8 = <<4*8=32>>32 minutes to finish."
awps,add1,Olivia was playing a video game where she scores 8 points fo,32.0,17.0,16.0,True,189,8,False,False,False,True,True,True,False,True,True,32.,True,True,calculation,states correct value,"16 points on the first level. Then, she found 2 more treasures on the second level, so she scored another 2 * 8 = 16 poi"," second level, so she scored another 2 * 8 = 16 points on the second level. In total, Olivia scored 16 + 16 = 32 points."
awps,add1,Faye was selling her necklaces at a garage sale. She sold 3 ,70.0,11.0,10.0,True,218,8,False,False,False,True,True,True,False,True,True,70.,True,True,calculation,states correct value,"10 necklaces. Now, we know that each necklace cost 7 dollars, so to find out how much money she earned, we need to multi","rned, we need to multiply the number of necklaces by the cost of each necklace. So, Faye earned 10 * 7 = $<<10*7=70>>70."
awps,add1,At the town carnival Oliver rode the ferris wheel 5 times an,63.0,10.0,9.0,True,246,10,False,False,False,True,False,False,True,True,True,70.,False,False,calculation,,"9>>10 rides. Now, we know that each ride cost 7 tickets. So, to find out how many tickets he used, we need to multiply t","ber of rides by the cost per ride: 10 rides * 7 tickets/ride = <<10*7=70>>70 tickets. Therefore, Oliver used 70 tickets."
awps,add1,There were 5 friends playing a video game online when 2 more,56.0,8.0,7.0,True,167,9,False,False,False,True,True,True,True,True,True,56.,True,True,calculation,states correct value,"7>>7 players. Now, we need to find the total number of lives. Each player has 8 lives, so the total number of lives is 7","mber of lives. Each player has 8 lives, so the total number of lives is 7 players * 8 lives/player = <<7*8=56>>56 lives."
awps,add1,"While playing a trivia game, Mike answered 3 questions corre",24.0,9.0,8.0,True,128,5,False,False,False,True,True,True,False,True,True,24.,True,True,calculation,states correct value,"8 questions correctly. Now, since each question was worth 3 points, his final score would be 8 questions * 3 points = 24","ons correctly. Now, since each question was worth 3 points, his final score would be 8 questions * 3 points = 24 points."
awps,add1,"A waiter had 9 tables he was waiting on, with 4 women and 3 ",63.0,64.0,63.0,True,23,2,False,False,False,True,True,True,False,True,True,63.,True,True,calculation,states correct value,63>>63 customers total.,63>>63 customers total.
awps,add1,Chloe was organizing her book case making sure each of the s,54.0,55.0,54.0,True,19,2,False,False,False,True,False,False,True,False,True,55.,False,False,calculation,,55>>55 books total.,55>>55 books total.
awps,add1,"While shopping for music online, Isabel bought 6 country alb",72.0,9.0,8.0,True,292,10,False,False,False,True,True,True,True,True,True,72.,True,True,calculation,states correct value,"8>>8 albums in total. Now, we know that each album has 9 songs. So, to find out how many songs she bought in total, we n","f songs per album. That would be 8 albums * 9 songs per album = <<8*9=72>>72 songs. So, Isabel bought 72 songs in total."
awps,add1,Tiffany had 6 pages of math homework and 4 pages of reading ,30.0,11.0,10.0,True,269,10,False,False,False,True,True,True,False,True,True,30.,True,True,calculation,states correct value,"10>>10 pages. Now, we know that each page had 3 problems on it. So, to find the total number of problems, we multiply th",er of problems per page: 10 pages * 3 problems/page = <<10*3=30>>30 problems. Tiffany had to complete 30 problems total.
awps,add1,April's discount flowers was having a sale where each flower,27.0,28.0,27.0,True,26,2,False,False,False,True,True,True,False,True,True,27.,True,True,calculation,states correct value,27>>27 dollars on flowers.,27>>27 dollars on flowers.
awps,add1,There were 2 friends playing a video game online when 2 more,12.0,5.0,4.0,True,107,9,False,False,False,True,True,True,False,True,True,12.,True,True,calculation,states correct value,"4>>4 players. Each player had 3 lives, so in total, they had 4 players * 3 lives each = <<4*3=12>>12 lives.","4>>4 players. Each player had 3 lives, so in total, they had 4 players * 3 lives each = <<4*3=12>>12 lives."
awps,add1,Adam bought 2 boxes of chocolate candy and 5 boxes of carame,28.0,29.0,28.0,True,32,2,False,False,False,True,True,True,False,True,True,28.,True,True,calculation,states correct value,28>>28 pieces of candy in total.,28>>28 pieces of candy in total.
awps,add1,A pet store has 8 bird cages. If each cage has 2 parrots and,72.0,10.0,9.0,True,175,10,False,False,False,True,False,False,True,True,True,80.,False,False,calculation,,"9>>10 birds in one cage. Now, we need to find the total number of birds in all 8 cages. Since there are 10 birds in each"," number of birds in all 8 cages. Since there are 10 birds in each cage, there are 8 * 10 = <<8*10=80>>80 birds in total."
awps,add1,Lana's favorite band was holding a concert where tickets wer,60.0,49.0,48.0,True,140,8,False,False,False,True,True,True,False,True,True,60.,True,True,calculation,states correct value,"48 dollars on these tickets. Then, she bought 2 extra tickets, which cost 2 * 6 = 12 dollars. So, in total, Lana spent 4","tickets. Then, she bought 2 extra tickets, which cost 2 * 6 = 12 dollars. So, in total, Lana spent 48 + 12 = 60 dollars."
awps,add1,Gwen was organizing her book case making sure each of the sh,32.0,33.0,32.0,True,13,2,False,False,False,True,True,True,False,True,True,32.,True,True,calculation,states correct value,32>>32 books.,32>>32 books.
awps,add1,Megan was selling her necklaces at a garage sale. She sold 7,90.0,11.0,10.0,True,102,8,False,False,False,True,True,True,False,True,True,90.,True,True,calculation,states correct value,"10 necklaces. Now, we know that each necklace cost 9 dollars, so Megan earned 10 * 9 = $<<10*9=90>>90.","10 necklaces. Now, we know that each necklace cost 9 dollars, so Megan earned 10 * 9 = $<<10*9=90>>90."
awps,add1,Rachel was playing a video game where she scores 9 points fo,63.0,64.0,63.0,True,14,2,False,False,False,True,True,True,False,True,True,63.,True,True,calculation,states correct value,63>>63 points.,63>>63 points.
awps,add1,Roger was putting his spare change into piles. He had 3 pile,42.0,7.0,6.0,True,101,9,False,False,False,True,True,True,True,True,True,42.,True,True,calculation,states correct value,"6>>6 piles. Each pile had 7 coins in it, so he had a total of 6 piles * 7 coins = <<6*7=42>>42 coins.","6>>6 piles. Each pile had 7 coins in it, so he had a total of 6 piles * 7 coins = <<6*7=42>>42 coins."
awps,add1,Tiffany was playing a video game where she scores 6 points f,48.0,49.0,48.0,True,54,3,False,False,False,True,True,True,False,True,True,48.,True,True,calculation,states correct value,"48>>48 points. So, Tiffany's total score is 48 points.","48>>48 points. So, Tiffany's total score is 48 points."
awps,add1,Megan was organizing her book case making sure each of the s,70.0,57.0,56.0,True,484,9,False,False,False,False,True,True,False,True,True,70 books total.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find the total number of mystery books. To do this, we multiply the numbe", add the total number of mystery books and picture books together: 56 mystery books + 14 picture books = 70 books total.
awps,add1,Will was working as a sacker at a grocery store where he mad,80.0,17.0,16.0,True,201,11,False,False,False,True,True,True,False,True,True,80.,True,True,calculation,states correct value,"16>>16 dollars on Tuesday. |  | Now, let's add the money he made on both days: 64 dollars on Monday + 16 dollars on Tuesday ","lars on Monday + 16 dollars on Tuesday = 64 + 16 = <<64+16=80>>80 dollars.  |  | So, Will made 80 dollars in those two days."
awps,add1,Rachel bought 7 new chairs and 3 new tables for her house. I,40.0,11.0,10.0,True,282,9,False,False,False,True,False,False,True,True,True,44 minutes.,False,False,calculation,,"10>>11 pieces of furniture. Now, we know that she spent 4 minutes on each piece of furniture. So, to find out how many m",ultiply the number of pieces of furniture by the time spent on each piece. That would be 11 * 4 = <<11*4=44>>44 minutes.
awps,add1,"While playing a trivia game, Adam answered 8 questions corre",80.0,11.0,10.0,True,176,9,False,False,False,True,True,True,False,True,True,80.,True,True,calculation,states correct value,"10>>10 questions correct in total. Now, we need to find his final score. Each question was worth 8 points, so his final ","his final score. Each question was worth 8 points, so his final score is 10 questions * 8 points = <<10*8=80>>80 points."
awps,add1,Billy was putting his spare change into piles. He had 2 pile,20.0,21.0,20.0,True,19,2,False,False,False,True,True,True,False,True,True,20.,True,True,calculation,states correct value,20>>20 coins total.,20>>20 coins total.
awps,add1,Lana was unboxing some of her old winter clothes. She found ,21.0,22.0,21.0,True,42,2,False,False,False,True,True,True,False,True,True,21.,True,True,calculation,states correct value,21>>21 pieces of winter clothing in total.,21>>21 pieces of winter clothing in total.
awps,add1,Frank and his friend were buying trick decks from the magic ,35.0,36.0,35.0,True,52,3,False,False,False,True,True,True,False,True,True,35.,True,True,calculation,states correct value,"35>>35 dollars. |  | So, they spent 35 dollars in total.","35>>35 dollars. |  | So, they spent 35 dollars in total."
awps,add1,There were 8 friends playing a video game online when 2 more,60.0,11.0,10.0,True,137,8,False,False,False,True,True,True,False,True,True,60.,True,True,calculation,states correct value,"10 players. Now, we need to find the total number of lives. Each player has 6 lives, so 10 players * 6 lives = <<10*6=60","we need to find the total number of lives. Each player has 6 lives, so 10 players * 6 lives = <<10*6=60>>60 lives total."
awps,add1,Sam was collecting cans for recycling. On Saturday he filled,63.0,64.0,63.0,True,12,2,False,False,False,True,True,True,False,True,True,63 cans.,True,True,calculation,states correct value,63>>63 cans.,63>>63 cans.
awps,add1,Nancy was organizing her book case making sure each of the s,48.0,13.0,12.0,True,328,16,False,False,False,True,True,True,False,True,True,48 books.,True,True,calculation,states correct value,"12>>12 mystery books. Now, we need to find out how many books are on the picture book shelves. Since there are 6 shelves"," the total number of books, we can add the mystery books and the picture books together: 12 + 36 = <<12+36=48>>48 books."
awps,add1,"While playing a trivia game, George answered 6 questions cor",30.0,31.0,30.0,True,54,3,False,False,False,True,True,True,False,True,True,30.,True,True,calculation,states correct value,"30>>30 points. So, George's final score was 30 points.","30>>30 points. So, George's final score was 30 points."
awps,add1,Sarah had 4 pages of math homework and 6 pages of reading ho,40.0,41.0,40.0,True,78,2,False,False,False,True,True,True,False,True,True,40.,True,True,calculation,partial hallucination,"0 problems |  | So, Sarah had to complete a total of 40 problems for her homework.","0 problems |  | So, Sarah had to complete a total of 40 problems for her homework."
awps,add1,Kaleb was collecting cans for recycling. On Saturday he fill,40.0,41.0,40.0,True,419,15,False,False,False,False,True,True,False,True,True,40 cans.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find out how many bags Kaleb filled in total. He filled 4 bags on Saturda", multiply the number of bags by the number of cans in each bag. That would be 10 bags * 4 cans/bag = <<10*4=40>>40 cans.
awps,add1,Emily bought 4 new chairs and 2 new tables for her house. If,48.0,49.0,48.0,True,471,15,False,False,False,False,True,True,False,True,True,48 minutes.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find out how many pieces of furniture Emily bought in total. She bought 4",ieces of furniture by the time spent on each piece. |  | 6 pieces of furniture * 8 minutes per piece = <<6*8=48>>48 minutes.
awps,add1,There were 4 friends playing a video game online when 5 more,27.0,10.0,9.0,True,126,5,False,False,False,True,False,False,True,False,True,30 lives.,False,False,calculation,,"10 players in total. Now, each player has 3 lives, so the total number of lives is 10 players * 3 lives per player = 30 ","yers in total. Now, each player has 3 lives, so the total number of lives is 10 players * 3 lives per player = 30 lives."
awps,add1,The schools debate team had 26 boys and 46 girls on it. If t,8.0,73.0,72.0,True,171,4,False,False,False,False,True,False,True,False,True,8.,True,True,calculation,complete hallucination,"students |  | Now, we need to divide the total number of students by the number of students in each group: |  | 73 students ÷ 9 ",f students by the number of students in each group: |  | 73 students ÷ 9 students/group = 8 groups with 1 student left over.
awps,add1,Robin uploaded 35 pictures from her phone and 5 from her cam,8.0,9.0,8.0,True,28,2,False,False,False,True,True,True,False,True,True,8.,True,True,calculation,states correct value,8>>8 pictures in each album.,8>>8 pictures in each album.
awps,add1,Kaleb had saved up 21 dollars. If he received another 15 dol,6.0,37.0,36.0,True,308,10,False,False,False,True,True,True,True,False,True,6.,True,True,calculation,states correct value,"37>>37 dollars. Now, we need to find out how many 6 dollar toys he can buy. To do this, we can divide the total amount o","er toy = <<37/6=6.166666666666667>>6.166666666666667 toys. Since Kaleb can't buy a fraction of a toy, he can buy 6 toys."
awps,add1,Olivia was making baggies of cookies with 9 cookies in each ,6.0,7.0,6.0,True,40,1,False,False,False,False,False,False,True,False,True,7.,False,False,calculation,,A: Olivia can make 7 baggies of cookies.,A: Olivia can make 7 baggies of cookies.
awps,add1,For a birthday party Jerry bought 41 regular sodas and 22 di,7.0,8.0,7.0,True,190,3,False,False,False,True,True,False,True,True,True,8.,False,False,calculation,,"7>>7 shelves. However, since there are still some sodas left, Jerry will need an additional shelf to hold the remaining ","ll need an additional shelf to hold the remaining sodas. So, Jerry will need a total of 8 shelves to hold all the sodas."
awps,add1,The schools debate team had 11 boys and 45 girls on it. If t,8.0,9.0,8.0,True,6,0,False,True,True,False,False,False,False,False,True,8 groups.,True,True,calculation,complete hallucination,groups,groups
awps,add1,A pet shelter had 9 puppies when another 12 were brought in.,7.0,22.0,21.0,True,327,7,False,False,False,False,False,False,True,False,True,8.,False,False,calculation,,"Now, we need to find out how long it would take for all of them to be adopted. Since 3 puppies are adopted each day, we "," 22 ÷ 3 = 7.33... days. Since we can't have a fraction of a day, it would take 8 days for all the puppies to be adopted."
awps,add1,Debby's class is going on a field trip to the zoo. If each v,2.0,9.0,8.0,True,107,9,False,False,False,True,True,True,False,True,True,2.,True,True,calculation,states correct value,"8>>8 people going on the field trip. Each van can hold 4 people, so they will need 8 / 4 = <<8/4=2>>2 vans.","8>>8 people going on the field trip. Each van can hold 4 people, so they will need 8 / 4 = <<8/4=2>>2 vans."
